MaterialCode,MaterialDescription,Presentation,Retornability,ProductType,Brand,Packaging,Category,Flavor,Container,Size,DetailedSegment,NonCarbonated,BottlesBySKU,BasisMaterialCode,CUEquivalence,ConsumptionOccasion,EAN,ISSCOM
"17364","SODA BENEDICTINO 2000*6","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML PET","AGUA PURIFICADA","CON GAS","PET","FAMILIAR","PW",False,6,"2783",2.1133999999999999,"AGUA PLENA REGULAR FAMILIAR ","7790895647710","A4CQ050092"
"17366","BENEDICTINO SIN GAS 600*12 PET","BENEDICTINO 600 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","600 ML PET","AGUA PURIFICADA","SIN GAS","PET","INDIVIDUAL","PW",True,12,"2681",1.2680000000000076,"AGUA PLENA REGULAR INDIVIDUAL ","7790895647741","A4CO054317"
"17362","BENEDICTINO C/G 600*12 PET","BENEDICTINO 600 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","600 ML PET","AGUA PURIFICADA","CON GAS","PET","INDIVIDUAL","PW",True,12,"2781",1.268,"AGUA PLENA REGULAR INDIVIDUAL ","7790895647758","A4CP054317"
"4951","KIN CON GAS 600*12 PET        ","BENEDICTINO 600 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","600 ML PET","AGUA PURIFICADA","CON GAS","PET","INDIVIDUAL","PW",True,12,"2708",1.2680000000000042,"AGUA PLENA REGULAR INDIVIDUAL ","7790895647758","2420054317"
"4950","KIN SIN GAS 600*12 PET        ","BENEDICTINO 600 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","600 ML PET","AGUA PURIFICADA","CON GAS","PET","INDIVIDUAL","PW",True,12,"2608",1.2680000000000087,"AGUA PLENA REGULAR INDIVIDUAL ","7790895647758","1688054317"
"8294","KIN SIN GAS 6.25LTS PET       ","BENEDICTINO 6250 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","6250 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,1,"2671",1.1007000000000311,"AGUA PLENA REGULAR FAMILIAR ","7790895647789","168805A35I"
"17368","BENEDICTINO SIN GAS 6.25LTS PE","BENEDICTINO 6250 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","6250 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,1,"2683",1.1007,"AGUA PLENA REGULAR FAMILIAR ","7790895647789","A4CO05A35I"
"17363","SIFON SODA BENEDICTINO 2000*6P","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML SIFON","AGUA PURIFICADA","CON GAS","SIFON","FAMILIAR","PW",False,6,"2782",2.1134000000000066,"AGUA PLENA REGULAR FAMILIAR ","7790895647796","A4CQ053686"
"9978","SIFON SODA AYBAL 2000*6PET    ","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML SIFON","AGUA PURIFICADA","CON GAS","SIFON","FAMILIAR","PW",False,6,"2821",2.1133999999999933,"AGUA PLENA REGULAR FAMILIAR ","7790895647796","5569053686"
"17359","CEPITA FRESH NARANJA 2.0L RP","CEPITA FRESH 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","RET PET","FAMILIAR","RTD",True,8,"3831",2.8179000000000065,"JUGO LOW CAL FAMILIAR RETORNABLE","7790895647802","ADDB052151"
"17360","CEPITA FRESH POMELO 2.0L RP","CEPITA FRESH 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","POMELO","RET PET","FAMILIAR","RTD",True,8,"3832",2.8178999999999998,"JUGO LOW CAL FAMILIAR RETORNABLE","7790895647819","ADDC052151"
"17371","FANTA POMELO 2500*6 PMP","FANTA 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","2500 ML PET","REFRESCOS","POMELO","PET","FAMILIAR","SSD",False,6,"1289",2.6417000000000197,"GASEOSA REGULAR FAMILIAR ","7790895647925","5486054264"
"17372","FANTA MANZANA 2500*6 PMP","FANTA 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","2500 ML PET","REFRESCOS","MANZANA","PET","FAMILIAR","SSD",False,6,"1589",2.6417000000000157,"GASEOSA REGULAR FAMILIAR ","7790895647963","0202052102"
"17382","COCA COLA S/AZUC BYTE 473ML*6L","COCA COLA SIN AZUCAR 473 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","473 ML LATA","REFRESCOS","COLA","LATA","INDIVIDUAL","SSD",False,6,"674",0.5,"GASEOSA LOW CAL INDIVIDUAL ","7790895648175","AEW1054476"
"17387","SCHWEPPES TONICA 375*6 PET","SCHWEPPES 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SCHWEPPES","375 ML PET","REFRESCOS","TONICA","PET","INDIVIDUAL","SSD",False,6,"3174",0.39630000000000309,"GASEOSA REGULAR INDIVIDUAL ","7790895648342","471505A4EJ"
"17384","FANTA LIMON DULCE 250*12 PET","FANTA 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","250 ML PET","REFRESCOS","LIMON","PET","INDIVIDUAL","SSD",False,12,"1420",0.53000000000000003,"GASEOSA REGULAR INDIVIDUAL ","7790895648373","1564055589"
"17383","CEPITA FRESH NARANJA 250*12PET","CEPITA FRESH 250 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","250 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","RTD",True,12,"3829",0.53000000000000003,"JUGO REGULAR INDIVIDUAL ","7790895648397","ADDB053990"
"17389","AQUARIUS POM.ROSADO 2.0LRP 8B","AQUARIUS 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","POMELO ROSADO","RET PET","FAMILIAR","FW",True,8,"4249",2.8179000000000118,"AGUA SABORIZADA REGULAR FAMILIAR RETORNABLE","7790895648410","A68L052151"
"17391","COCA-COLA MARSHMELLO 473ML","COCA COLA SIN AZUCAR 473 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","473 ML LATA","REFRESCOS","COLA","LATA","INDIVIDUAL","SSD",False,12,"6748",0.5,"GASEOSA LOW CAL INDIVIDUAL ","7790895648489","AEYP054476"
"17394","Benedictino s/gas 3 Lts. NR Pet 6B","BENEDICTINO 3000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","3000 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,6,"2684",3.1701000000161725,"AGUA PLENA REGULAR FAMILIAR ","7790895648564","A4CO050039"
